success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,rt,response,task,correct_response,correct,pred_class
,,,,,image-button-response,9,230908,0.0-4.0-1.2,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,20261,3,response_1,Bombus hortorum,TRUE,
,,,,,html-keyboard-response,10,231411,0.0-4.0-0.3,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,11,251265,0.0-4.0-1.3,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,19853,0,response_1,Andrena bicolor,TRUE,
,,,,,html-keyboard-response,12,251529,0.0-4.0-0.4,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,13,266764,0.0-4.0-1.4,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,15229,1,response_1,Andrena flavipes,TRUE,
,,,,,html-keyboard-response,14,267527,0.0-4.0-0.5,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,15,283555,0.0-4.0-1.5,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,16024,5,response_1,Andrena fulva,FALSE,
,,,,,html-button-response,16,295022,0.0-5.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,11465,0,,,,
,,,,,html-keyboard-response,17,295528,0.0-6.0-0.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,18,310514,0.0-6.0-1.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,14983,2,response_pred,Andrena fulva,TRUE,Andrena fulva
,,,,,html-keyboard-response,19,311024,0.0-6.0-0.1,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,20,323841,0.0-6.0-1.1,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,12813,0,response_pred,Andrena bicolor,TRUE,Andrena bicolor
,,,,,html-keyboard-response,21,324095,0.0-6.0-0.2,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,22,345139,0.0-6.0-1.2,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,21036,4,response_pred,Bombus hortorum,FALSE,Bombus pratorum
,,,,,html-keyboard-response,23,345401,0.0-6.0-0.3,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,24,354693,0.0-6.0-1.3,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,9277,1,response_pred,Andrena flavipes,TRUE,Andrena flavipes
,,,,,html-keyboard-response,25,355200,0.0-6.0-0.4,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,26,364996,0.0-6.0-1.4,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,9790,3,response_pred,Bombus lucorum,FALSE,Bombus hortorum
,,,,,html-keyboard-response,27,365510,0.0-6.0-0.5,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,28,386488,0.0-6.0-1.5,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,20977,5,response_pred,Bombus pratorum,TRUE,Bombus lucorum
,,,,,html-button-response,29,393597,0.0-7.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,7107,0,,,,
,,,,,html-keyboard-response,30,393858,0.0-8.0-0.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,31,409408,0.0-8.0-1.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,15548,5,response_2,Bombus pratorum,TRUE,
,,,,,html-keyboard-response,32,410162,0.0-8.0-0.1,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,33,451580,0.0-8.0-1.1,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,41412,4,response_2,Andrena fulva,FALSE,
,,,,,html-keyboard-response,34,452097,0.0-8.0-0.2,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,35,477681,0.0-8.0-1.2,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,25576,3,response_2,Bombus hortorum,TRUE,
,,,,,html-keyboard-response,36,478196,0.0-8.0-0.3,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,37,493993,0.0-8.0-1.3,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,15789,3,response_2,Bombus lucorum,FALSE,
,,,,,html-keyboard-response,38,494250,0.0-8.0-0.4,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,39,509780,0.0-8.0-1.4,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,15527,1,response_2,Andrena flavipes,TRUE,
,,,,,html-keyboard-response,40,510546,0.0-8.0-0.5,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,41,535201,0.0-8.0-1.5,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,24652,5,response_2,Bombus lucorum,FALSE,
,,,,,html-button-response,42,540576,0.0-9.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,5374,0,,,,
,,,,,html-button-response,43,542803,0.0-10.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,2227,0,,,,
