success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,rt,response,task,correct_response,correct,pred_class,fbclid
,,,,,image-button-response,22,401122,0.0-6.0-1.2,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,13723,5,response_pred,Bombus pratorum,TRUE,Bombus lucorum,
,,,,,html-keyboard-response,23,401877,0.0-6.0-0.3,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,null,null,fixation,,,,
,,,,,image-button-response,24,418913,0.0-6.0-1.3,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,16993,2,response_pred,Andrena bicolor,FALSE,Andrena bicolor,
,,,,,html-keyboard-response,25,419167,0.0-6.0-0.4,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,null,null,fixation,,,,
,,,,,image-button-response,26,437084,0.0-6.0-1.4,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,17863,4,response_pred,Bombus hortorum,FALSE,Bombus pratorum,
,,,,,html-keyboard-response,27,437594,0.0-6.0-0.5,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,null,null,fixation,,,,
,,,,,image-button-response,28,451641,0.0-6.0-1.5,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,14008,0,response_pred,Andrena fulva,FALSE,Andrena fulva,
,,,,,html-button-response,29,461843,0.0-7.0,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,10189,0,,,,,
,,,,,html-keyboard-response,30,462606,0.0-8.0-0.0,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,null,null,fixation,,,,
,,,,,image-button-response,31,479857,0.0-8.0-1.0,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,17230,3,response_2,Bombus hortorum,TRUE,,
,,,,,html-keyboard-response,32,480116,0.0-8.0-0.1,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,null,null,fixation,,,,
,,,,,image-button-response,33,495874,0.0-8.0-1.1,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,15726,3,response_2,Bombus hortorum,TRUE,,
,,,,,html-keyboard-response,34,496633,0.0-8.0-0.2,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,null,null,fixation,,,,
,,,,,image-button-response,35,503364,0.0-8.0-1.2,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,6694,2,response_2,Bombus pratorum,FALSE,,
,,,,,html-keyboard-response,36,503625,0.0-8.0-0.3,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,null,null,fixation,,,,
,,,,,image-button-response,37,518561,0.0-8.0-1.3,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,14902,1,response_2,Andrena flavipes,TRUE,,
,,,,,html-keyboard-response,38,519320,0.0-8.0-0.4,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,null,null,fixation,,,,
,,,,,image-button-response,39,527567,0.0-8.0-1.4,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,8204,4,response_2,Bombus lucorum,TRUE,,
,,,,,html-keyboard-response,40,528078,0.0-8.0-0.5,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,null,null,fixation,,,,
,,,,,image-button-response,41,538149,0.0-8.0-1.5,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,10032,5,response_2,Bombus lucorum,FALSE,,
,,,,,html-button-response,42,542258,0.0-9.0,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,4097,0,,,,,
,,,,,html-button-response,43,546054,0.0-10.0,13,1,2023-03-14 20:25:51,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",iPhone,Safari,15.5,iOS,15_5,3779,0,,,,,
TRUE,FALSE,[],[],[],preload,0,266,0.0-0.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,,,,,,,
,,,,,html-button-response,1,2329,0.0-1.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,2061,0,,,,,
,,,,,html-button-response,2,24783,0.0-2.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,22453,0,,,,,
,,,,,html-button-response,3,116089,0.0-3.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,91305,0,,,,,
,,,,,html-keyboard-response,4,117849,0.0-4.0-0.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,5,140285,0.0-4.0-1.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,22431,3,response_1,Bombus hortorum,TRUE,,
,,,,,html-keyboard-response,6,140791,0.0-4.0-0.1,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,7,168542,0.0-4.0-1.1,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,27748,4,response_1,Bombus lucorum,TRUE,,
,,,,,html-keyboard-response,8,169294,0.0-4.0-0.2,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,9,173357,0.0-4.0-1.2,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,4060,4,response_1,Bombus pratorum,FALSE,,
,,,,,html-keyboard-response,10,173859,0.0-4.0-0.3,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,11,183270,0.0-4.0-1.3,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,9408,5,response_1,Andrena fulva,FALSE,,
,,,,,html-keyboard-response,12,183783,0.0-4.0-0.4,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,13,193223,0.0-4.0-1.4,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,9439,4,response_1,Andrena fulva,FALSE,,
,,,,,html-keyboard-response,14,193975,0.0-4.0-0.5,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,15,201498,0.0-4.0-1.5,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,7520,1,response_1,Andrena flavipes,TRUE,,
,,,,,html-button-response,16,210772,0.0-5.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,9272,0,,,,,
,,,,,html-keyboard-response,17,211524,0.0-6.0-0.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,18,230377,0.0-6.0-1.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,18850,0,response_pred,Andrena bicolor,TRUE,Andrena bicolor,
,,,,,html-keyboard-response,19,230890,0.0-6.0-0.1,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,20,243382,0.0-6.0-1.1,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,12489,3,response_pred,Bombus lucorum,FALSE,Bombus hortorum,
,,,,,html-keyboard-response,21,243885,0.0-6.0-0.2,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,22,250194,0.0-6.0-1.2,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,6306,4,response_pred,Bombus pratorum,FALSE,Bombus lucorum,
,,,,,html-keyboard-response,23,250946,0.0-6.0-0.3,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,24,256177,0.0-6.0-1.3,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,5228,2,response_pred,Andrena fulva,TRUE,Andrena fulva,
,,,,,html-keyboard-response,25,256928,0.0-6.0-0.4,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,26,267217,0.0-6.0-1.4,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,10286,1,response_pred,Andrena flavipes,TRUE,Andrena flavipes,
,,,,,html-keyboard-response,27,267727,0.0-6.0-0.5,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,28,289673,0.0-6.0-1.5,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,21943,2,response_pred,Bombus hortorum,FALSE,Bombus pratorum,
,,,,,html-button-response,29,290991,0.0-7.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,1316,0,,,,,
,,,,,html-keyboard-response,30,291495,0.0-8.0-0.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,31,302851,0.0-8.0-1.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,11353,5,response_2,Bombus hortorum,FALSE,,
,,,,,html-keyboard-response,32,303102,0.0-8.0-0.1,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,33,307211,0.0-8.0-1.1,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,4106,1,response_2,Andrena flavipes,TRUE,,
,,,,,html-keyboard-response,34,307713,0.0-8.0-0.2,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,35,314197,0.0-8.0-1.2,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,6481,2,response_2,Bombus pratorum,FALSE,,
,,,,,html-keyboard-response,36,314699,0.0-8.0-0.3,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,37,319380,0.0-8.0-1.3,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,4678,4,response_2,Bombus lucorum,TRUE,,
,,,,,html-keyboard-response,38,320131,0.0-8.0-0.4,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,39,326753,0.0-8.0-1.4,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,6618,1,response_2,Andrena bicolor,FALSE,,
,,,,,html-keyboard-response,40,327505,0.0-8.0-0.5,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,41,333724,0.0-8.0-1.5,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,6216,0,response_2,Andrena bicolor,TRUE,,
,,,,,html-button-response,42,336000,0.0-9.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,2274,0,,,,,
,,,,,html-button-response,43,337819,0.0-10.0,69,1,2023-03-16 14:27:29,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,1818,0,,,,,
TRUE,FALSE,[],[],[],preload,0,387,0.0-0.0,71,1,2023-03-16 17:25:49,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",iPad,Chrome,110.0.5481.114,iOS,16_2,,,,,,,
,,,,,html-button-response,1,11426,0.0-1.0,71,1,2023-03-16 17:25:49,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",iPad,Chrome,110.0.5481.114,iOS,16_2,11036,0,,,,,
,,,,,html-button-response,2,39114,0.0-2.0,71,1,2023-03-16 17:25:49,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",iPad,Chrome,110.0.5481.114,iOS,16_2,27684,0,,,,,
,,,,,html-button-response,3,137546,0.0-3.0,71,1,2023-03-16 17:25:49,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",iPad,Chrome,110.0.5481.114,iOS,16_2,98414,0,,,,,
,,,,,html-keyboard-response,4,139058,0.0-4.0-0.0,71,1,2023-03-16 17:25:49,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",iPad,Chrome,110.0.5481.114,iOS,16_2,null,null,fixation,,,,
,,,,,image-button-response,5,190001,0.0-4.0-1.0,71,1,2023-03-16 17:25:49,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",iPad,Chrome,110.0.5481.114,iOS,16_2,50915,4,response_1,Bombus pratorum,FALSE,,
,,,,,html-keyboard-response,6,190505,0.0-4.0-0.1,71,1,2023-03-16 17:25:49,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",iPad,Chrome,110.0.5481.114,iOS,16_2,null,null,fixation,,,,
